,Localisation
 d_marrakesh,"""Marrakesh"""
 c_marrakesh,"""Marrakesh"""
 b_marrakesh,"""Marrakesh"""
 b_aitiyat,"""Aitiyat"""
 b_aghmat,"""Aghmat"""
 b_ribat-shakir,"""Ribat-Shakir"""
 b_boulawan,"""Boulawan"""
 c_tadla,"""Tadla"""
 b_tadla,"""Tadla"""
 b_dai,"""Dai"""
 b_wazeqqur,"""Wazeqqur"""
 b_wawmana,"""Wawmana"""
 b_afza,"""Afza"""
 b_aititab,"""Ait i Tab"""
 c_fazaz,"""Fazaz"""
 b_mrira,"""Mrira"""
 b_el_borouj,"""El Borouj"""
 b_tit-an-wagurramt,"""Tit-an-Wagurramt"""
 c_tamasna,"""Tamasna"""
 b_anfa,"""Anfa"""
 b_fadala,"""Fadala"""
 b_azzamur,"""Azzamur"""
 b_mazaghan,"""Mazaghan"""
 c_asfi,"""Asfi"""
 b_asfi,"""Asfi"""
 b_aghuz,"""Aghuz"""
 b_igiradyatuf,"""Igiradyatuf"""
 c_tinmallal,"""Tinmallal"""
 b_tinmallal,"""Tinmallal"""
 b_tasgimut,"""Tasgimut"""
 b_naffis,"""Naffis"""
 d_sous,"""Sous"""
 c_sous,"""Sous"""
 b_tarudant,"""Tarudant"""
 b_igilliz,"""Igilliz"""
 b_sirwan,"""Sirwan"""
 c_agadir,"""Agadir"""
 b_agadir,"""Agadir"""
 b_massa,"""Massa"""
 c_ifni,"""Ifni"""
 b_ifni,"""Taroudant"""
 b_nul_lamta,"""Nul Lamta"""
 b_taghmut,"""Taghmut"""
 b_assa,"""Assa"""
 b_tagawst,"""Tagawst"""
 b_iligh,"""Iligh"""
 c_draa,"""Draa"""
 b_tazagourt,"""Tazagourt"""
 b_al-talha,"""Al-talha"""
 b_aqqa,"""Aqqa"""
 b_tagmadart,"""Tagmadart"""
 b_tidri,"""Tidri"""
 d_tafilalt,"""Tafilalt"""
 c_sijilmasa,"""Sijilmasa"""
 b_sijilmasa,"""Sijilmasa"""
 b_tafilalt,"""Tafilalt"""
 b_taouz,"""Taouz"""
 c_tudgha,"""Tudgha"""
 b_tudgha,"""Tudgha"""
 b_tasagdah,"""Tasagdah"""
 b_warzazat,"""Warzazat"""
 c_ziz,"""Ziz"""
 b_ziz,"""Ziz"""
 b_ghazwan,"""Ghazwan"""
 d_fes,"""Fes"""
 c_fes,"""Fes"""
 b_fes,"""Fès"""
 b_wargha,"""Wargha"""
 b_warzigh,"""Warzigh"""
 b_al_aliya,"""Al Aliya"""
 b_subu,"""Subu"""
 c_muluya,"""Muluya"""
 b_missour,"""Missour"""
 b_tikoutamine,"""Tikoutamine"""
 b_el_ksabi,"1 ""El-Ksabi"""
 c_taza,"""Taza"""
 b_taza,"""Taza"""
 b_nador,"""Nador"""
 c_meknes,"""Meknes"""
 b_meknes,"""Meknès"""
 b_baht,"""Baht"""
 b_sefrou,"""Sefrou"""
 b_tagragra,"""Tagragra"""
 c_gharb,"""Gharb"""
 b_sala,"""Sala"""
 b_al-basra,"""Al-basra"""
 b_izerhan,"""Izerhan"""
 b_watit,"""Watit"""
 b_walila,"""Walila"""
 b_ribat_al-fath,"""Ribat al-Fath"""
 d_rif,"""Rif"""
 c_tangiers,"""Tangiers"""
 b_tangiers,"""Tangier"""
 b_asila,"""Asila"""
 b_kasr_al-kabir,"""Kasr al-Kabir"""
 b_tahlit,"""Tahlit"""
 c_ceuta,"""Ceuta"""
 b_sabta,"""Sabta"""
 b_tittawan,"""Tittawan"""
 b_ghumira,"""Ghumira"""
 c_melilla,"""Melilla"""
 b_melilla,"""Melilla"""
 b_nakur,"""Nakur"""
 d_canarias,"""Canarias"""
 c_canarias,"""Canarias"""
 b_grancanaria,"""Gran Canaria"""
 b_tenerife,"""Tenerife"""
 c_fuerteventura,"""Fuerteventura"""
 b_fuerteventura,"""Fuerteventura"""
 b_lanzarote,"""Lanzarote"""
 c_madeira,"""Madeira"""
 b_madeira,"""Madeira"""
 k_tahert,"""Tahert"""
 d_tlemcen,"""Tlemcen"""
 c_tlemcen,"""Tlemcen"""
 b_tlemcen,"""Tlemcen"""
 b_muaskar,"""Muaskar"""
 b_qasr-ibn-sinan,"""Qasr-ibn-Sinan"""
 b_aintekbalet,"""Aintekbalet"""
 b_tafraoua-sebdou,"""Tafraoua-Sebdou"""
 c_wajda,"""Wajda"""
 b_wajda,"""Wajda"""
 b_saa,"""Saa"""
 b_debdou,"""Debdou"""
 c_orania,"""Orania"""
 b_oran,"""Oran"""
 b_marsafarukh,"""Marsafarukh"""
 b_arzew,"""Arzew"""
 c_hunyan,"""Hunyan"""
 b_hunyan,"""Hunyan"""
 b_arsgul,"""Arsgul"""
 b_nadruma,"""Nadruma"""
 d_tahert,"""Tahert"""
 c_tahert,"""Tahert"""
 b_tahart,"""Tahart"""
 b_al_ubbad,"""Al Ubbad"""
 b_qalaa_bsalama,"""Qalaa Bsalama"""
 b_askedal,"""Askedal"""
 b_hisn_lawata,"""Hisn Lawata"""
 c_yalala,"""Yalala"""
 b_yalala,"""Yalala"""
 b_qalaa_bhuwara,"""Qalaa Bhuwara"""
 b_al_gabal,"""Al Gabal"""
 c_ashir,"""Ashir"""
 b_ashir_yashir,"""Ashir Yashir"""
 b_bousaada,"""Bousaada"""
 b_ashir_banya,"""Ashir Banya"""
 b_sersou,"""Sersou"""
 c_figuig,"""Figuig"""
 b_figuig,"""Figuig"""
 b_ainsefra,"""Ainsefra"""
 b_mecheria,"""Mecheria"""
 d_alger,"""Alger"""
 c_algier,"""Algier"""
 b_algiers,"""Algiers"""
 b_medea,"""Médéa"""
 b_tadallis,"""Tadallis"""
 b_mattija,"""Mattija"""
 c_tanas,"""Tanas"""
 b_tanas,"""Tanas"""
 b_sharshal,"""Sharshal"""
 b_miliyana,"""Miliyana"""
 d_bejaia,"""Bejaia"""
 c_bejaia,"""Bejaia"""
 b_bejaia,"""Bejaia"""
 b_jijel,"""Jijel"""
 c_satif,"""Satif"""
 b_satif,"""Satif"""
 b_mila_satif,"""Mila Satif"""
 b_ikjan,"""Ikjan"""
 b_qalaa_bhammad,"""Qalaa Bhammad"""
 d_zab,"""Zab"""
 c_hodna,"""Hodna"""
 b_tubna,"""Tubna"""
 b_masila,"""Masila"""
 b_magra,"""Magra"""
 b_ngaous,"""Ngaous"""
 c_biskra,"""Biskra"""
 b_biskra,"""Biskra"""
 b_badis,"""Badis"""
 b_sidi_uqba,"""Sidi Uqba"""
 b_waghlanat,"""Waghlanat"""
 c_bilizma,"""Bilizma"""
 b_bilizma,"""Bilizma"""
 b_baghaya,"""Baghaya"""
 d_mzab,"""Mzab"""
 c_wargla,"""Wargla"""
 b_wargla,"""Wargla"""
 b_taghyart,"""Taghyart"""
 b_sadrata,"""Sadrata"""
 b_karima,"""Karima"""
 c_laghwat,"""Laghwat"""
 b_al-aghwat,"""al-Aghwat"""
 b_tilghemt,"""Tilghemt"""
 c_ghardaia,"""Ghardaia"""
 b_ghardaia,"""Ghardaia"""
 b_al-qulaya,"""al-Qulaya"""
 b_tedmait,"""Tedmaït"""
 c_arigh,"""Arigh"""
 b_arigh,"""Arigh"""
 b_ajlu,"""Ajlu"""
 b_tuggurt,"""Tuggurt"""
 k_africa,"""Africa"""
 d_kairouan,"""Kairouan"""
 c_kairwan,"""Kairwan"""
 b_kairouan,"""Kairouan"""
 b_jalula,"""Jalula"""
 b_sabiba,"""Sabiba"""
 b_raqqada,"""Raqqada"""
 b_mansuriya,"""Mansuriya"""
 b_al_abbasiya,"""Al Abbasiya"""
 c_west_qamuda,"""West Qamuda"""
 b_al-qasrayn,"""Al-Qasrayn"""
 b_qafsa,"""Qafsa"""
 b_tala,"""Tala"""
 c_tabassa,"""Tabassa"""
 b_tabassa,"""Tabassa"""
 b_madila,"""Madila"""
 b_maydara,"""Maydara"""
 b_maskiyana,"""Maskiyana"""
 d_tunis,"""Tunis"""
 c_tunis,"""Tunis"""
 b_tunis,"""Tunis"""
 b_zaghwan,"""Zaghwan"""
 b_qartajana,"""Qartajana"""
 b_nabeul,"""Nabeul"""
 b_silyana,"""Silyana"""
 c_satfura,"""Satfura"""
 b_banzart,"""Banzart"""
 b_tabarqa,"""Tabarqa"""
 b_mansa'l-kharaz,"""Mansa'l-Kharaz"""
 c_medjerda,"""Medjerda"""
 b_baja_medjerda,"""Baja Medjerda"""
 b_siqqabanariya,"""Siqqabanariya"""
 b_al_aribus,"""Al Aribus"""
 c_mahdiya,"""Mahdiya"""
 b_mahdiya,"""Mahdiya"""
 b_monastir,"""Monastir"""
 b_susa,"""Susa"""
 d_kroumerie,"""Kroumerie"""
 c_constantine,"""Constantine"""
 b_constantine,"""Constantine"""
 b_qasr-al-ifriqi,"""Qasr-al-Ifriqi"""
 b_tijis,"""Tijis"""
 b_tifash,"""Tifash"""
 b_taburshiq,"""Taburshiq"""
 c_annaba,"""Annaba"""
 b_annaba,"""Annaba"""
 b_qalama,"""Qalama"""
 b_izan,"""Izan"""
 d_gabes,"""Gabes"""
 c_gabes,"""Gabes"""
 b_gabes,"""Gabes"""
 b_al_hamma,"1 ""Al Hamma"""
 c_sfax,"""Sfax"""
 b_sfax,"""Sfax"""
 b_el_jem,"""El Jem"""
 b_slakta,"""Slakta"""
 d_jerid,"""Jerid"""
 c_qashtiliya,"""Qashtiliya"""
 b_tozeur,"""Tozeur"""
 b_taqyus,"""Taqyus"""
 b_hamma,"""Hamma"""
 b_nafta,"""Nafta"""
 b_madas,"""Madas"""
 c_souf,"""Souf"""
 b_souf,"""Souf"""
 b_douz,"""Douz"""
 c_bir_amir,"""Bir Amir"""
 b_bir_amir,"1 ""Bir Amir"""
 b_sinawin,"""Sinawin"""
 c_ghadames,"""Ghadames"""
 b_ghadames,"""Ghadames"""
 b_daradj,"""Daradj"""
 d_tripolitania,"""Tripolitania"""
 c_tripolitana,"""Tripolitana"""
 b_libtripoli,"""Tripoli"""
 b_sabratha,"""Sabratha"""
 b_tamazda,"""Tamazda"""
 c_djerba,"""Djerba"""
 b_jerba,"""Jerba"""
 b_jarjis,"""Jarjis"""
 b_bughrara,"""Bughrara"""
 c_jafara,"""Jafara"""
 b_zuwara,"""Zuwara"""
 b_tiri,"""Tiri"""
 b_djado_jafara,"""Djado"""
 b_nalut,"""Nalut"""
 b_fursata,"""Fursata"""
 d_syrte,"""Syrte"""
 c_syrte,"""Syrte"""
 b_syrte,"""Syrte"""
 b_al_aghaila,"""Al Aghaila"""
 b_ajadabiya,"""Ajadabiya"""
 c_labda,"""Labda"""
 b_labda,"""Labda"""
 b_tawurgha,"""Tawurgha"""
 b_misurata,"""Misurata"""
 c_waddan,"""Waddan"""
 b_waddan,"""Waddan"""
 b_tajrift,"""Tajrift"""
 b_tinnai,"""Tinnai"""
 k_anbiya,"""Anbiya"""
 d_zammour,"""Zammour"""
 c_zammour,"""Zammour"""
 b_zammour,"""Zammour"""
 b_sequiet_el-hamra,"""Sequiet El-Hamra"""
 c_tindouf,"""Tindouf"""
 b_tindouf,"""Tindouf"""
 b_tindouf_road,"""Tindouf Road"""
 b_iguidi_west,"""West Iguidi"""
 c_tiris,"""Tiris"""
 b_bir_um-ghrein,"""Bir Um-Ghrein"""
 b_tiris,"""Tiris"""
 b_tiris-south,"""South Tiris"""
 d_adrar,"""Adrar"""
 c_wadan,"""Wadan"""
 b_wadan,"""Wadan"""
 b_tingi,"""Tingi"""
 b_shinqiti,"""Shinqiti"""
 b_agharaf_road,"""Agharaf Road"""
 c_azukki,"""Azukki"""
 b_azukki,"""Azukki"""
 b_ijil,"""Ijil"""
 c_amatlus,"""Amatlus"""
 b_amatlus,"""Amatlus"""
 b_akjoujt,"""Akjoujt"""
 d_touat,"""Touat"""
 c_touat,"""Touat"""
 b_adrar_timmi,"""Adrar Timmi"""
 b_bouda,"""Bouda"""
 b_tabalbala,"""Tabalbala"""
 c_tamentit,"""Tamentit"""
 b_tamentit,"""Tamentit"""
 b_reggane,"""Reggane"""
 b_hamadat_tinghert,"""Hamadat Tinghert"""
 b_tidikelt,"""Tidikelt"""
 d_taghaza,"""Taghaza"""
 c_taghaza,"""Taghaza"""
 b_taghaza,"""Taghaza"""
 b_taoudeni,"""Taoudeni"""
 c_saoura,"""Saoura"""
 b_wadi_daoura,"""Wadi Daoura"""
 b_iguidi_east,"""Eeast Iguidi"""
 b_saoura,"""Saoura"""
 b_taghaza_road,"""Taghaza Road"""
 k_sahara,"""Sahara"""
 d_tadmekka,"""Tadmekka"""
 c_tadmekka,"""Tadmekka"""
 b_tadmekka,"""Tadmekka"""
 b_kidal,"""Kidal"""
 c_tessalit,"""Tessalit"""
 b_tessalit,"""Tessalit"""
 b_adrar_iforas,"""Adrar Iforas"""
 b_tadmekka_route,"""Tadmekka Route"""
 d_ghat,"""Ghat"""
 c_ghat,"""Ghat"""
 b_ghat,"""Ghat"""
 b_al-fewet,"""Al-Fewet"""
 b_al-barkat,"""Al-Barka"""
 b_ghat_route,"""Ghat Route"""
 b_wadi_irawan,"""Wadi Irawan"""
 b_erg_ghati,"""Erg Ghati"""
 c_djanet,"""Djanet"""
 b_djanet,"""Djanet"""
 b_eferi,"""Eferi"""
 b_ahaggar,"""Ahaggar"""
 b_east_ahaggar,"""East Ahaggar"""
 d_air,"""Air"""
 c_takkeda,"""Takkeda"""
 b_takkeda,"""Takkeda"""
 b_marandet,"""Marandet"""
 b_air_route,"""Air Route"""
 c_air,"""Air"""
 b_agadez,"""Agadez"""
 b_air,"""Air"""
 b_fachi_route,"""Fachi Route"""
 d_kawar,"""Kawar"""
 c_bilma,"""Bilma"""
 b_bilma,"""Bilma"""
 b_dibela,"""Dibela"""
 b_kawar_road,"""Kawar Road"""
 b_fachi,"""Fachi"""
 c_dirku,"""Dirku"""
 b_dirku,"""Dirku"""
 b_gissebi,"""Gissebi"""
 c_djado,"""Djado"""
 b_djado,"""Djado"""
 b_tummo,"""Tummo"""
 b_sakadame,"""Sakadame"""
 b_djado_route,"""Djado Route"""
 d_tibesti,"""Tibesti"""
 c_ain_galakka,"""Ain Galakka"""
 b_ain_galakka,"""Ain Galakka"""
 b_faya,"""Faya"""
 c_bodele,"""Bodele"""
 b_borkou,"""Borkou"""
 b_koro_toro,"""Koro Toro"""
 b_bahr_el-ghazzal_route,"""Bahr El-Ghazzal Route"""
 c_tibesti,"""Tibesti"""
 b_tibesti-south,"""South Tibesti"""
 b_tibesti-central,"""Central Tibesti"""
 b_bardai,"""Bardai"""
 b_tibesti_route,"""Tibesti Route"""
 d_fezzan,"""Fezzan"""
 c_murzuk,"""Murzuk"""
 b_murzuk,"""Murzuk"""
 b_tassawa,"""Tassawa"""
 b_traghan,"""Traghan"""
 b_fezzan_route,"""Fezzan Route"""
 c_zawila,"""Zawila"""
 b_zawila,"""Zawila"""
 b_zalha,"""Zalha"""
 c_germa,"""Germa"""
 b_germa,"""Germa"""
 b_sabha,"""Sabha"""
 b_tamzawa,"""Tamzawa"""
 e_arabia,"""Arabian Empire"""
 k_israel,"""Israel"""
 k_arabia,"""Arabia"""
 d_jawf,"""Al-Jawf"""
 c_al_jawf,"""Al-Jawf"""
 b_al_jawf,"""Al Jawf"""
 b_sakaka,"""Sakaka"""
 b_al-qara-jawf,"""Al-Qara"""
 c_thalabiya,"""Tha'labiya"""
 b_ath-thalabiya,"""Ath-Tha'labiya"""
 b_zubala,"""Zubala"""
 b_lina,"""Lina"""
 b_bitan,"""Bitan"""
 c_sirhan,"""Sirhan"""
 b_quraqir,"""Quraqir"""
 b_sirhan,"""Sirhan"""
 d_amman,"""Amman"""
 c_balqa,"""Balqa'"""
 b_amman,"""Amman"""
 b_az-zarqa,"""Az-Zarqa"""
 b_al-azraq,"""Al-Azraq"""
 c_maab,"""Ma'ab"""
 b_maab,"""Maab"""
 b_zaiza,"""Zaiza"""
 b_mujib,"""Mujib"""
 c_jilat,"""Jilat"""
 b_al-jilat,"""Al-Jilat"""
 b_qasr_at-tuba,"""Qasr at-Tuba"""
 d_shammar,"""Shammar"""
 c_tabuk,"""Tabuk"""
 b_tabuk,"""Tabuk"""
 b_sarj,"""Sarj"""
 b_fajr,"""Fajr"""
 c_al_aqabah,"""Al-Aqabah"""
 b_aqaba,"""Aqaba"""
 b_maqna,"""Maqna"""
 b_ainun,"""Ainun"""
 b_sharaf_al-bal,"""Sharaf al-Ba'l"""
 b_madyan,"""Madyan"""
 b_ziba,"""Ziba'"""
 c_maan,"""Ma'an"""
 b_maan,"""Ma'an"""
 b_al-humayma,"""Al-Humayma"""
 b_adruh,"""Adruh"""
 c_tayma,"""Tayma'"""
 b_tayma,"""Tayma'"""
 b_al-aqra,"""Al-Aqra'"""
 b_al-muhdatha,"""Al-Muhdatha"""
 d_medina,"""Medina"""
 c_medina,"""Medina"""
 b_al-madina,"""Al-Madina"""
 b_as-sayaa,"""As-Saya'a"""
 b_batn_nakhl,"""Batn Nakhl"""
 b_as-safra,"""As-Safra'"""
 c_wajh,"""Wajh"""
 b_al-wajh,"""Al-Wajh"""
 b_an-nabak,"""An-Nabak"""
 b_al-awnid,"""Al-'Awnid"""
 b_bada,"""Bada"""
 c_khaybar,"""Khaybar"""
 b_khaybar,"""Khaybar"""
 b_as-suqya,"""As-Suqya"""
 b_al-ula,"""Al-'Ula'"""
 b_al-hijr,"""Al-Hijr"""
 b_dhul-marwa,"""Dhu-l-Marwa"""
 c_yanbu,"""Yanbu"""
 b_yanbu,"""Yanbu"""
 b_al-jar,"""Al-Jar"""
 b_al-hawra,"""Al-Hawra'"""
 c_harrat_rahat,"""Harrat Rahat"""
 b_as-sawariqiya,"""As-Sawariqiya"""
 b_as-salila,"""As-Salila"""
 b_madinat_sulaym,"""Madinat Bani Sulaym"""
 b_sufaina,"""Sufaina"""
 d_mecca,"""Mecca"""
 c_mecca,"""Mecca"""
 b_makka,"1 ""Mecca"""
 b_rabigh,"""Rabigh"""
 b_khulays,"""Khulays"""
 b_jidda,"""Jidda"""
 b_usfain,"""Usfan"""
 c_taif,"""Ta'if"""
 b_at-taif,"""At-Ta'if"""
 b_turaba,"""Turaba"""
 b_tabala-hijaz,"""Tabala-hijaz"""
 c_tihama,"""Tihama"""
 b_as-sirayn,"""As-Sirayn"""
 b_hali,"""Hali"""
 b_ash-shuqayq,"""Ash-Shuqayq"""
 c_bisha,"""Bisha"""
 b_bisha,"""Bisha"""
 b_jurash,"""Jurash"""
 b_kuthba,"""Kuthba"""
 d_asir,"""Asir"""
 c_aqiq,"""Aqiq"""
 b_aqiq_tamra,"""Aqiq Tamra"""
 b_dam,"""Dam"""
 b_sarba,"""Sarba"""
 c_asir,"""Asir"""
 b_wadi_tathlith,"""Wadi Tathlith"""
 b_wadi_ghamid,"""Wadi Ghamid"""
 d_najd,"""Najd"""
 c_sharaf,"""Sharaf"""
 b_dariya,"""Dariya"""
 b_hajir,"""Hajir"""
 b_rabadha,"""Rabadha"""
 b_madin-an-naqira,"""Ma'din an-Naqira"""
 b_jadila,"""Jadila"""
 b_fajla,"""Falja"""
 c_subay,"""Subay"""
 b_ad-dathina,"""Ad-Dathina"""
 b_marran,"""Marran"""
 b_subay,"""Subay"""
 b_ranya,"""Ranya"""
 c_hail,"""Ha'il"""
 b_hail,"""Ha'il"""
 b_jubba-hail,"""Jubba"""
 b_mawqaq,"""Mawqaq"""
 b_fadak,"""Fadak"""
 b_fayd,"""Fayd"""
 b_tuz,"""Tuz"""
 c_shaqiq,"""Shaqiq"""
 b_an-nibaj,"""An-Nibaj"""
 b_al-khuzaimiya,"""Al-Khuzaimiya"""
 b_as-sumaina,"""As-Sumaina"""
 c_qasim,"""Qasim"""
 b_unayza,"""Unayza"""
 b_al-qaryatan-qasim,"""Al-qaryatan-qasim"""
 b_rama,"""Rama"""
 b_tikhfa,"""Tikhfa"""
 c_surrah,"""Surrah"""
 b_nufud-as-surrah,"""Nufud as-Surrah"""
 b_jibal-al-urd,"""Jibal al-'Urd"""
 b_jibala,"""Jibala"""
 d_yamama,"""Yamama"""
 c_yamama,"""Yamama"""
 b_yamama,"""Yamama"""
 b_al-khadarim,"""Al-Khadarim"""
 b_al-kharj,"""Al-Kharj"""
 c_al-arid,"""Al-'Arid"""
 b_al-arid,"""Al-'Arid"""
 b_ubad,"""Ubad"""
 c_falaj,"""Falaj"""
 b_falaj,"""Falaj"""
 b_al-haddar,"""Al-Haddar"""
 b_qasr-al-adi,"""Qasr al-'Adi"""
 d_al-hasa,"""Al-Hasa"""
 c_al-hasa,"""Al-Hasa"""
 b_al-hasa,"""Al-Hasa"""
 b_al-hajar,"""Al-Hajar"""
 b_al-mushaqqar,"""Al-Mushaqqar"""
 c_dhafra,"""Dhafra"""
 b_az-dhafra,"""Adh-Dhafra"""
 b_al-jiwa,"""Al-Jiwa"""
 c_uqayr,"""Uqayr"""
 b_al-uqayr,"""Al-Uqayr"""
 b_murwab,"""Murwab"""
 b_mashqar,"""Mashqar"""
 c_yabrin,"""Yabrin"""
 b_yabrin,"""Yabrin"""
 d_bahrain,"""Bahrain"""
 c_qatif,"""Qatif"""
 b_al-qatif,"""Al-Qatif"""
 b_al-khatt,"""Al-Khatt"""
 b_al-jubayl,"""Al-Jubayl"""
 b_thaj,"""Tha'j"""
 c_uwal,"""Uwal"""
 b_uwal,"""Uwal"""
 c_samman,"""Samman"""
 b_kazima,"""Kazima"""
 b_ar-ruqaii,"""Ar-Ruqai'i"""
 b_hafar,"""Hafar"""
 b_al-mawiya,"""Al-Mawiya"""
 b_as-samman,"""As-Samman"""
 d_oman,"""Oman"""
 c_nizwa,"""Nizwa"""
 b_nizwa,"""Nizwa"""
 b_bahla,"""Bahla"""
 b_samad,"""Samad"""
 c_julfar,"""Julfar"""
 b_julfar,"""Julfar"""
 b_tawwam,"""Tawwam"""
 b_tawwam_west,"""Tawwam al-Gharb"""
 b_musandam,"""Musandam"""
 b_dabba,"""Dabba"""
 c_batina,"""Batina"""
 b_sohar,"""Suhar"""
 b_batina-east,"""Batina"""
 b_rustaq-oman,"""Rustaq"""
 c_az-dhahira,"""Dhahira"""
 b_hafit,"""Hafit"""
 b_dhank,"""Dhank"""
 c_muscat,"""Muscat"""
 b_muscat,"""Masqat"""
 b_matrah,"""Matrah"""
 b_qalhat,"""Qalhat"""
 b_sur,"""Sur"""
 b_jaalan,"""Ja'alan"""
 c_duqm,"""Duqm"""
 b_duqm,"""Duqm"""
 b_wahiba,"""Wahiba"""
 k_yemen,"""Yemen"""
 d_sanaa,"""San'a'"""
 c_sanaa,"""San'a'"""
 b_sanaa,"""San'a"""
 b_ash-sharaf,"""Ash-Sharaf"""
 b_huth,"""Huth"""
 b_ar-rayda,"""Ar-Rayda"""
 b_shibam-sanaa,"""Shibam"""
 c_tihamat-al-yamani,"""Tihamat al-Yamani"""
 b_attar,"""Attar"""
 b_harad,"""Harad"""
 b_al-mahjam,"""Al-Mahjam"""
 b_kamaran,"""Kamaran"""
 c_najran,"""Najran"""
 b_najran,"""Najran"""
 b_sada,"""Sa'da"""
 c_zabid,"""Zabid"""
 b_zabid,"""Zabid"""
 b_fashal,"""Fashal"""
 b_ghalafiqa,"""Ghalafiqa"""
 b_mawza,"""Mawza'"""
 d_jawf-al-yamani,"""Jawf al-Yamani"""
 c_jawf-al-yamani,"""Al-Jawf al-Yamani"""
 b_main,"""Ma'in"""
 b_shabwa,"""Shabwa"""
 b_bayhan,"""Bayhan"""
 b_baraqish,"""Baraqish"""
 c_wabar,"""Wabar"""
 b_wabar,"""Wabar"""
 b_hisn_al-abr,"""Hisn al-'Abr"""
 d_taizz,"""Ta'izz"""
 c_taizz,"""Ta'izz"""
 b_taizz,"""Ta'izz"""
 b_al-janad,"""Al-Janad"""
 b_zafar,"""Zafar"""
 b_rada,"""Rada'"""
 b_lawdar,"""Lawdar"""
 c_mandab,"""Mandab"""
 b_al-mandab,"""Al-Mandab"""
 b_al-maafir,"""Al-Ma'afir"""
 b_musaymir,"""Musaymir"""
 b_aden,"""Aden"""
 c_dathina,"""Dathina"""
 b_saqra,"""Saqra"""
 b_ahwan,"""Ahwan"""
 b_azzan,"""Azzan"""
 b_nisab,"""Nisab"""
 d_hadramawt,"""Hadramawt"""
 c_hadramawt,"""Hadramawt"""
 b_shibam,"""Shibam"""
 b_barhut,"""Barhut"""
 b_inat,"""Inat"""
 b_qabr_salih,"""Qabr Salih"""
 b_qutn,"""Qutn"""
 c_ahqaf,"""Ahqaf"""
 b_al-qhqaf,"""Al-Ahqaf"""
 b_thamud,"""Thamud"""
 c_kinda_sakun,"""Kinda Sakun"""
 b_hurayda,"""Hurayda"""
 b_khurayba,"""Khurayba"""
 d_mahra,"""Mahra"""
 c_mahra,"""Mahra"""
 b_ash-shihr,"""Ash-Shihr"""
 b_balhaf,"""Balhaf"""
 b_mukalla,"""Mukalla"""
 c_al-asa,"""Al-As'a'"""
 b_al-asa,"""Al-As'a'"""
 c_socotra,"""Socotra"""
 b_suq-socotra,"1 ""Tamrida"""
 b_qualnsiyah,"""Qualnsiyah"""
 c_dhofar,"""Dhufar"""
 b_raysut,"""Raysut"""
 b_dhufar,"""Dhufar"""
 b_mirba,"""Mirba"""
 b_hasik,"""Hasik"""
 k_egypt,"""Egypt"""
 d_cyrenaica,"""Cyrenaica"""
 c_barqa,"""Barqa"""
 b_barqa-al-marj,"""Barqa-Al-Marj"""
 b_wadi_masus,"""Wadi Masus"""
 b_jabal_al-gharbi,"""Jabal Al-Gharbi"""
 b_benghazi,"""Benghazi"""
 c_awjila,"""Awjila"""
 b_awjila,"""Awjila"""
 b_jalu,"""Jalu"""
 b_jakharrad,"""Jakharrad"""
 c_derna,"""Derna"""
 b_derna,"""Derna"""
 b_wadi_makhil,"""Wadi Makhil"""
 b_marawa,"""Marawa"""
 c_tobruk,"""Tobruk"""
 b_tobruk,"""Tobruk"""
 d_alexandria,"""Alexandria"""
 c_alexandria,"""Alexandria"""
 b_alexandria,"""Alexandria"""
 b_al-hamam,"""Al-Hamam"""
 b_wadi_natrun,"""Wadi Natrun"""
 c_sullum,"""Sullum"""
 b_sullum,"""Sullum"""
 b_qasr_ash-shams,"""Qasr Ash-Shams"""
 b_kanais_al-hadid,"""Kanais Al-Hadid"""
 c_siwa,"""Siwa"""
 b_siwa,"""Siwa"""
 b_ain_al-gharbi,"""Ain Al-Gharbi"""
 b_qara,"""Qara"""
 d_delta,"""Delta"""
 c_damietta,"""Damietta"""
 b_dumiyat,"""Dumiyat"""
 b_daqahla,"""Daqahla"""
 b_tinnis,"""Tinnis"""
 c_al-buhaira,"""Al-Buhaira"""
 b_rashid,"""Rashid"""
 b_damanhur,"""Damanhur"""
 b_ramsis,"""Ramsis"""
 c_al-gharbiya,"""Al-Gharbiya"""
 b_minuf,"""Minuf"""
 b_samannud,"""Samannud"""
 b_burullus,"""Burullus"""
 b_nastarawa,"""Nastarawa"""
 b_ibyar,"""Ibyar"""
 c_sharkiya,"""Sharkiya"""
 b_bilbays,"""Bilbays"""
 b_qalyub,"""Qalyub"""
 b_faqus,"""Faqus"""
 d_cairo,"""Cairo"""
 c_cairo,"""Cairo"""
 b_cairo,"""Cairo"""
 b_quzlum,"""Quzlum"""
 b_atfih,"""Atfih"""
 b_hulwan-cairo,"""Hulwan"""
 c_giza,"""Giza"""
 b_gizeh,"""Gizeh"""
 b_abu_ghalib,"""Abu Ghalib"""
 b_busir,"""Busir"""
 c_fayyum,"""Fayyum"""
 b_al-fayyum,"""Al-Fayyum"""
 b_tirsa,"""Tirsa"""
 b_iqna,"""Iqna"""
 d_al-wahat,"""Al-Wahat"""
 c_bahriya,"""Bahriya"""
 b_al-bahriya,"""Al-Bahriya"""
 b_bawiti,"""Bawiti"""
 b_al-harra,"""Al-Harra"""
 c_farafra,"""Farafra"""
 b_al-farafra,"""Al-Farafra"""
 c_dakhla,"""Dakhla"""
